,Insurer,FY,Category,Gross Premium,Net Premium
639,First American Title,2020,Aircraft,0,0
640,First American Title,2020,Ships,0,0
641,First American Title,2020,Goods in Transit,0,0
642,First American Title,2020,Property Damage,0,0
643,First American Title,2020,Employees Compensation,0,0
644,First American Title,2020,Owners Corporation Liability,0,0
645,First American Title,2020,Other Business,0,0
646,First American Title,2020,Pecuniary Loss,-34,-34
647,First American Title,2020,Non-Proportional Treaty Reinsurance,0,0
648,First American Title,2020,Proportional Treaty Reinsurance,0,0
649,First American Title,2020,Total,-34,-34
650,FWD General,2020,Accident & Health,303327,60045
651,FWD General,2020,Motor Vehicle,72816,68218
652,FWD General,2020,Aircraft,0,0
653,FWD General,2020,Ships,9387,8183
654,FWD General,2020,Goods in Transit,10448,9038
655,FWD General,2020,Property Damage,62430,12175
656,FWD General,2020,Employees Compensation,96289,90209
657,FWD General,2020,Owners Corporation Liability,297,278
658,FWD General,2020,Other Business,26574,24170
659,FWD General,2020,Pecuniary Loss,369,34
660,FWD General,2020,Non-Proportional Treaty Reinsurance,0,0
661,FWD General,2020,Proportional Treaty Reinsurance,0,0
662,FWD General,2020,Total,581937,272350
663,GAN,2020,Accident & Health,0,0
664,GAN,2020,Motor Vehicle,0,0
665,GAN,2020,Aircraft,0,0
666,GAN,2020,Ships,0,0
667,GAN,2020,Goods in Transit,0,0
668,GAN,2020,Property Damage,0,0
669,GAN,2020,Employees Compensation,0,0
670,GAN,2020,Owners Corporation Liability,0,0
671,GAN,2020,Other Business,0,0
672,GAN,2020,Pecuniary Loss,0,0
673,GAN,2020,Non-Proportional Treaty Reinsurance,0,0
674,GAN,2020,Proportional Treaty Reinsurance,0,0
675,GAN,2020,Total,0,0
676,Gard M&E Ltd.,2020,Accident & Health,0,0
677,Gard M&E Ltd.,2020,Motor Vehicle,0,0
678,Gard M&E Ltd.,2020,Aircraft,0,0
679,Gard M&E Ltd.,2020,Ships,59786,28680
680,Gard M&E Ltd.,2020,Goods in Transit,0,0
681,Gard M&E Ltd.,2020,Property Damage,0,0
682,Gard M&E Ltd.,2020,Employees Compensation,0,0
683,Gard M&E Ltd.,2020,Owners Corporation Liability,0,0
684,Gard M&E Ltd.,2020,Other Business,0,0
685,Gard M&E Ltd.,2020,Pecuniary Loss,0,0
686,Gard M&E Ltd.,2020,Non-Proportional Treaty Reinsurance,0,0
687,Gard M&E Ltd.,2020,Proportional Treaty Reinsurance,0,0
688,Gard M&E Ltd.,2020,Total,59786,28680
689,GenRe,2020,Accident & Health,175,140
690,GenRe,2020,Motor Vehicle,0,0
691,GenRe,2020,Aircraft,0,0
692,GenRe,2020,Ships,0,0
693,GenRe,2020,Goods in Transit,120,96
694,GenRe,2020,Property Damage,35014,27939
695,GenRe,2020,Employees Compensation,0,0
696,GenRe,2020,Owners Corporation Liability,0,0
697,GenRe,2020,Other Business,18670,15029
698,GenRe,2020,Pecuniary Loss,0,0
699,GenRe,2020,Non-Proportional Treaty Reinsurance,0,0
700,GenRe,2020,Proportional Treaty Reinsurance,0,0
701,GenRe,2020,Total,53979,43204
702,Hang Seng Insurance,2020,Accident & Health,0,0
703,Hang Seng Insurance,2020,Motor Vehicle,0,0
704,Hang Seng Insurance,2020,Aircraft,0,0
705,Hang Seng Insurance,2020,Ships,0,0
706,Hang Seng Insurance,2020,Goods in Transit,0,0
707,Hang Seng Insurance,2020,Property Damage,0,0
708,Hang Seng Insurance,2020,Employees Compensation,0,0
709,Hang Seng Insurance,2020,Owners Corporation Liability,0,0
710,Hang Seng Insurance,2020,Other Business,0,0
711,Hang Seng Insurance,2020,Pecuniary Loss,0,0
712,Hang Seng Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
713,Hang Seng Insurance,2020,Proportional Treaty Reinsurance,0,0
714,Hang Seng Insurance,2020,Total,0,0
715,Hannover Re,2020,Accident & Health,383844,191922
716,Hannover Re,2020,Motor Vehicle,0,0
717,Hannover Re,2020,Aircraft,0,0
718,Hannover Re,2020,Ships,0,0
719,Hannover Re,2020,Goods in Transit,0,0
720,Hannover Re,2020,Property Damage,0,0
721,Hannover Re,2020,Employees Compensation,0,0
722,Hannover Re,2020,Owners Corporation Liability,0,0
723,Hannover Re,2020,Other Business,0,0
724,Hannover Re,2020,Pecuniary Loss,0,0
725,Hannover Re,2020,Non-Proportional Treaty Reinsurance,0,0
726,Hannover Re,2020,Proportional Treaty Reinsurance,0,0
727,Hannover Re,2020,Total,383844,191922
728,HDI,2020,Accident & Health,0,0
729,HDI,2020,Motor Vehicle,0,0
730,HDI,2020,Aircraft,0,0
731,HDI,2020,Ships,0,0
732,HDI,2020,Goods in Transit,16302,121
733,HDI,2020,Property Damage,216924,76104
734,HDI,2020,Employees Compensation,0,0
735,HDI,2020,Owners Corporation Liability,0,0
736,HDI,2020,Other Business,83325,47537
737,HDI,2020,Pecuniary Loss,39858,13946
738,HDI,2020,Non-Proportional Treaty Reinsurance,0,0
739,HDI,2020,Proportional Treaty Reinsurance,0,0
740,HDI,2020,Total,356409,137708
741,HKMCI,2020,Accident & Health,0,0
742,HKMCI,2020,Motor Vehicle,0,0
743,HKMCI,2020,Aircraft,0,0
744,HKMCI,2020,Ships,0,0
745,HKMCI,2020,Goods in Transit,0,0
746,HKMCI,2020,Property Damage,0,0
747,HKMCI,2020,Employees Compensation,0,0
748,HKMCI,2020,Owners Corporation Liability,0,0
749,HKMCI,2020,Other Business,0,0
750,HKMCI,2020,Pecuniary Loss,2072030,1841392
751,HKMCI,2020,Non-Proportional Treaty Reinsurance,0,0
752,HKMCI,2020,Proportional Treaty Reinsurance,0,0
753,HKMCI,2020,Total,2072030,1841392
754,Hong Leong Insurance (Asia),2020,Accident & Health,68476,44911
755,Hong Leong Insurance (Asia),2020,Motor Vehicle,0,0
756,Hong Leong Insurance (Asia),2020,Aircraft,0,0
757,Hong Leong Insurance (Asia),2020,Ships,0,0
758,Hong Leong Insurance (Asia),2020,Goods in Transit,112,58
759,Hong Leong Insurance (Asia),2020,Property Damage,130488,17260
760,Hong Leong Insurance (Asia),2020,Employees Compensation,22490,8399
761,Hong Leong Insurance (Asia),2020,Owners Corporation Liability,69,20
762,Hong Leong Insurance (Asia),2020,Other Business,25819,5156
763,Hong Leong Insurance (Asia),2020,Pecuniary Loss,857,57
764,Hong Leong Insurance (Asia),2020,Non-Proportional Treaty Reinsurance,0,0
765,Hong Leong Insurance (Asia),2020,Proportional Treaty Reinsurance,0,0
766,Hong Leong Insurance (Asia),2020,Total,248311,75861
767,HSBC Insurance,2020,Accident & Health,0,0
768,HSBC Insurance,2020,Motor Vehicle,0,0
769,HSBC Insurance,2020,Aircraft,0,0
770,HSBC Insurance,2020,Ships,0,0
771,HSBC Insurance,2020,Goods in Transit,0,0
772,HSBC Insurance,2020,Property Damage,0,0
773,HSBC Insurance,2020,Employees Compensation,0,0
774,HSBC Insurance,2020,Owners Corporation Liability,0,0
775,HSBC Insurance,2020,Other Business,0,0
776,HSBC Insurance,2020,Pecuniary Loss,0,0
777,HSBC Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
778,HSBC Insurance,2020,Proportional Treaty Reinsurance,0,0
779,HSBC Insurance,2020,Total,0,0
780,Liberty Int'l,2020,Accident & Health,781787,771124
781,Liberty Int'l,2020,Motor Vehicle,259432,253568
782,Liberty Int'l,2020,Aircraft,0,0
783,Liberty Int'l,2020,Ships,1579,1296
784,Liberty Int'l,2020,Goods in Transit,2289,1697
785,Liberty Int'l,2020,Property Damage,95469,56580
786,Liberty Int'l,2020,Employees Compensation,68847,63347
787,Liberty Int'l,2020,Owners Corporation Liability,610,601
788,Liberty Int'l,2020,Other Business,20787,16659
789,Liberty Int'l,2020,Pecuniary Loss,3437,1278
790,Liberty Int'l,2020,Non-Proportional Treaty Reinsurance,0,0
791,Liberty Int'l,2020,Proportional Treaty Reinsurance,0,0
792,Liberty Int'l,2020,Total,1234237,1166150
793,LSMHK,2020,Accident & Health,0,0
794,LSMHK,2020,Motor Vehicle,0,0
795,LSMHK,2020,Aircraft,0,0
796,LSMHK,2020,Ships,1499,1122
797,LSMHK,2020,Goods in Transit,28952,12465
798,LSMHK,2020,Property Damage,0,-1002
799,LSMHK,2020,Employees Compensation,0,0
800,LSMHK,2020,Owners Corporation Liability,0,0
801,LSMHK,2020,Other Business,364958,235490
802,LSMHK,2020,Pecuniary Loss,6863,1116
803,LSMHK,2020,Non-Proportional Treaty Reinsurance,0,0
804,LSMHK,2020,Proportional Treaty Reinsurance,0,0
805,LSMHK,2020,Total,402272,249191
806,Lloyd's,2020,Accident & Health,58589,53965
807,Lloyd's,2020,Motor Vehicle,37954,33840
808,Lloyd's,2020,Aircraft,0,0
809,Lloyd's,2020,Ships,28851,24831
810,Lloyd's,2020,Goods in Transit,23377,20563
811,Lloyd's,2020,Property Damage,96998,74784
812,Lloyd's,2020,Employees Compensation,83992,65444
813,Lloyd's,2020,Owners Corporation Liability,0,0
814,Lloyd's,2020,Other Business,228132,177754
815,Lloyd's,2020,Pecuniary Loss,130638,99818
816,Lloyd's,2020,Non-Proportional Treaty Reinsurance,0,0
817,Lloyd's,2020,Proportional Treaty Reinsurance,0,0
818,Lloyd's,2020,Total,688531,550999
819,London Steam-Ship,2020,Accident & Health,0,0
820,London Steam-Ship,2020,Motor Vehicle,0,0
821,London Steam-Ship,2020,Aircraft,0,0
822,London Steam-Ship,2020,Ships,35361,6681
823,London Steam-Ship,2020,Goods in Transit,0,0
824,London Steam-Ship,2020,Property Damage,0,0
825,London Steam-Ship,2020,Employees Compensation,0,0
826,London Steam-Ship,2020,Owners Corporation Liability,0,0
827,London Steam-Ship,2020,Other Business,0,0
828,London Steam-Ship,2020,Pecuniary Loss,0,0
829,London Steam-Ship,2020,Non-Proportional Treaty Reinsurance,0,0
830,London Steam-Ship,2020,Proportional Treaty Reinsurance,0,0
831,London Steam-Ship,2020,Total,35361,6681
832,Min Xin,2020,Accident & Health,819,692
833,Min Xin,2020,Motor Vehicle,10664,9020
834,Min Xin,2020,Aircraft,0,0
835,Min Xin,2020,Ships,0,0
836,Min Xin,2020,Goods in Transit,0,0
837,Min Xin,2020,Property Damage,7663,3514
838,Min Xin,2020,Employees Compensation,2095,1813
839,Min Xin,2020,Owners Corporation Liability,312,277
840,Min Xin,2020,Other Business,10215,8721
841,Min Xin,2020,Pecuniary Loss,563,166
842,Min Xin,2020,Non-Proportional Treaty Reinsurance,0,0
843,Min Xin,2020,Proportional Treaty Reinsurance,0,0
844,Min Xin,2020,Total,32331,24203
845,MSIG Insurance,2020,Accident & Health,143867,137836
846,MSIG Insurance,2020,Motor Vehicle,132360,126007
847,MSIG Insurance,2020,Aircraft,0,0
848,MSIG Insurance,2020,Ships,13024,2233
849,MSIG Insurance,2020,Goods in Transit,63823,49442
850,MSIG Insurance,2020,Property Damage,245617,121806
851,MSIG Insurance,2020,Employees Compensation,255867,238101
852,MSIG Insurance,2020,Owners Corporation Liability,3145,2988
853,MSIG Insurance,2020,Other Business,106001,65111
854,MSIG Insurance,2020,Pecuniary Loss,47937,8557
855,MSIG Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
856,MSIG Insurance,2020,Proportional Treaty Reinsurance,0,0
857,MSIG Insurance,2020,Total,1011641,752081
858,Munich Re,2020,Accident & Health,192493,190289
859,Munich Re,2020,Motor Vehicle,31219,31219
860,Munich Re,2020,Aircraft,0,0
861,Munich Re,2020,Ships,6282,6282
862,Munich Re,2020,Goods in Transit,1922,1922
863,Munich Re,2020,Property Damage,218936,206093
864,Munich Re,2020,Employees Compensation,0,0
865,Munich Re,2020,Owners Corporation Liability,0,0
866,Munich Re,2020,Other Business,37343,37343
867,Munich Re,2020,Pecuniary Loss,0,0
868,Munich Re,2020,Non-Proportional Treaty Reinsurance,0,0
869,Munich Re,2020,Proportional Treaty Reinsurance,0,0
870,Munich Re,2020,Total,488195,473148
871,New India,2020,Accident & Health,7,7
872,New India,2020,Motor Vehicle,88560,86838
873,New India,2020,Aircraft,0,0
874,New India,2020,Ships,0,0
875,New India,2020,Goods in Transit,2150,2150
876,New India,2020,Property Damage,3625,2989
877,New India,2020,Employees Compensation,158,158
878,New India,2020,Owners Corporation Liability,0,0
879,New India,2020,Other Business,36,36
880,New India,2020,Pecuniary Loss,490,409
881,New India,2020,Non-Proportional Treaty Reinsurance,0,0
882,New India,2020,Proportional Treaty Reinsurance,0,0
883,New India,2020,Total,95026,92587
884,OneDegree,2020,Accident & Health,0,0
885,OneDegree,2020,Motor Vehicle,0,0
886,OneDegree,2020,Aircraft,0,0
887,OneDegree,2020,Ships,0,0
888,OneDegree,2020,Goods in Transit,0,0
889,OneDegree,2020,Property Damage,8105,7264
890,OneDegree,2020,Employees Compensation,0,0
891,OneDegree,2020,Owners Corporation Liability,0,0
892,OneDegree,2020,Other Business,454,454
893,OneDegree,2020,Pecuniary Loss,0,0
894,OneDegree,2020,Non-Proportional Treaty Reinsurance,0,0
895,OneDegree,2020,Proportional Treaty Reinsurance,0,0
896,OneDegree,2020,Total,8559,7718
897,Pacific Insurance,2020,Accident & Health,39,13
898,Pacific Insurance,2020,Motor Vehicle,107162,94462
899,Pacific Insurance,2020,Aircraft,0,0
900,Pacific Insurance,2020,Ships,2681,1845
901,Pacific Insurance,2020,Goods in Transit,301,167
902,Pacific Insurance,2020,Property Damage,808,302
903,Pacific Insurance,2020,Employees Compensation,33602,27106
904,Pacific Insurance,2020,Owners Corporation Liability,0,0
905,Pacific Insurance,2020,Other Business,4834,4279
906,Pacific Insurance,2020,Pecuniary Loss,428,59
907,Pacific Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
908,Pacific Insurance,2020,Proportional Treaty Reinsurance,0,0
909,Pacific Insurance,2020,Total,149855,128233
910,Paofoong,2020,Accident & Health,23866,23552
911,Paofoong,2020,Motor Vehicle,2492,2110
912,Paofoong,2020,Aircraft,0,0
913,Paofoong,2020,Ships,0,0
914,Paofoong,2020,Goods in Transit,2096,1835
915,Paofoong,2020,Property Damage,20754,13983
916,Paofoong,2020,Employees Compensation,19112,16192
917,Paofoong,2020,Owners Corporation Liability,140,123
918,Paofoong,2020,Other Business,7130,6171
919,Paofoong,2020,Pecuniary Loss,858,676
920,Paofoong,2020,Non-Proportional Treaty Reinsurance,0,0
921,Paofoong,2020,Proportional Treaty Reinsurance,0,0
922,Paofoong,2020,Total,76448,64642
923,PartnerRe Europe,2020,Accident & Health,0,0
924,PartnerRe Europe,2020,Motor Vehicle,710,248
925,PartnerRe Europe,2020,Aircraft,0,0
926,PartnerRe Europe,2020,Ships,585,203
927,PartnerRe Europe,2020,Goods in Transit,0,0
928,PartnerRe Europe,2020,Property Damage,605,196
929,PartnerRe Europe,2020,Employees Compensation,0,0
930,PartnerRe Europe,2020,Owners Corporation Liability,0,0
931,PartnerRe Europe,2020,Other Business,5276,1847
932,PartnerRe Europe,2020,Pecuniary Loss,0,0
933,PartnerRe Europe,2020,Non-Proportional Treaty Reinsurance,0,0
934,PartnerRe Europe,2020,Proportional Treaty Reinsurance,0,0
935,PartnerRe Europe,2020,Total,7176,2494
936,Peak Re,2020,Accident & Health,30183,30513
937,Peak Re,2020,Motor Vehicle,109909,91867
938,Peak Re,2020,Aircraft,993,993
939,Peak Re,2020,Ships,128294,128294
940,Peak Re,2020,Goods in Transit,41908,41908
941,Peak Re,2020,Property Damage,266246,218478
942,Peak Re,2020,Employees Compensation,0,0
943,Peak Re,2020,Owners Corporation Liability,0,0
944,Peak Re,2020,Other Business,268336,266999
945,Peak Re,2020,Pecuniary Loss,88408,88408
946,Peak Re,2020,Non-Proportional Treaty Reinsurance,0,0
947,Peak Re,2020,Proportional Treaty Reinsurance,0,0
948,Peak Re,2020,Total,934277,867460
949,PICC (HK),2020,Accident & Health,9392,5414
950,PICC (HK),2020,Motor Vehicle,16837,16090
951,PICC (HK),2020,Aircraft,11266,2382
952,PICC (HK),2020,Ships,16393,1924
953,PICC (HK),2020,Goods in Transit,23894,1523
954,PICC (HK),2020,Property Damage,400006,37382
955,PICC (HK),2020,Employees Compensation,85644,73397
956,PICC (HK),2020,Owners Corporation Liability,149,136
957,PICC (HK),2020,Other Business,66239,12820
958,PICC (HK),2020,Pecuniary Loss,3464,1898
959,PICC (HK),2020,Non-Proportional Treaty Reinsurance,0,0
960,PICC (HK),2020,Proportional Treaty Reinsurance,0,0
961,PICC (HK),2020,Total,633284,152966
962,Pioneer,2020,Accident & Health,309,211
963,Pioneer,2020,Motor Vehicle,2494,2168
964,Pioneer,2020,Aircraft,741,30
965,Pioneer,2020,Ships,3158,573
966,Pioneer,2020,Goods in Transit,914,439
967,Pioneer,2020,Property Damage,1948,773
968,Pioneer,2020,Employees Compensation,15096,12983
969,Pioneer,2020,Owners Corporation Liability,169,148
970,Pioneer,2020,Other Business,3192,1678
971,Pioneer,2020,Pecuniary Loss,193,173
972,Pioneer,2020,Non-Proportional Treaty Reinsurance,0,0
973,Pioneer,2020,Proportional Treaty Reinsurance,0,0
974,Pioneer,2020,Total,28214,19176
975,Prudential (HK) General,2020,Accident & Health,708018,681816
976,Prudential (HK) General,2020,Motor Vehicle,77250,71272
977,Prudential (HK) General,2020,Aircraft,0,0
978,Prudential (HK) General,2020,Ships,206,45
979,Prudential (HK) General,2020,Goods in Transit,2830,1105
980,Prudential (HK) General,2020,Property Damage,110856,93571
981,Prudential (HK) General,2020,Employees Compensation,69766,64229
982,Prudential (HK) General,2020,Owners Corporation Liability,110,103
983,Prudential (HK) General,2020,Other Business,21716,20284
984,Prudential (HK) General,2020,Pecuniary Loss,11850,11524
985,Prudential (HK) General,2020,Non-Proportional Treaty Reinsurance,0,0
986,Prudential (HK) General,2020,Proportional Treaty Reinsurance,0,0
987,Prudential (HK) General,2020,Total,1002602,943949
988,QBE General Insurance (HK),2020,Accident & Health,64106,62220
989,QBE General Insurance (HK),2020,Motor Vehicle,8812,8564
990,QBE General Insurance (HK),2020,Aircraft,0,0
991,QBE General Insurance (HK),2020,Ships,320,324
992,QBE General Insurance (HK),2020,Goods in Transit,8166,7218
993,QBE General Insurance (HK),2020,Property Damage,222823,209201
994,QBE General Insurance (HK),2020,Employees Compensation,57049,55863
995,QBE General Insurance (HK),2020,Owners Corporation Liability,955,953
996,QBE General Insurance (HK),2020,Other Business,19281,18627
997,QBE General Insurance (HK),2020,Pecuniary Loss,882,757
998,QBE General Insurance (HK),2020,Non-Proportional Treaty Reinsurance,0,0
999,QBE General Insurance (HK),2020,Proportional Treaty Reinsurance,0,0
1000,QBE General Insurance (HK),2020,Total,382394,363727
1001,QBE HKSI,2020,Accident & Health,82748,81600
1002,QBE HKSI,2020,Motor Vehicle,339352,327884
1003,QBE HKSI,2020,Aircraft,0,0
1004,QBE HKSI,2020,Ships,39029,33137
1005,QBE HKSI,2020,Goods in Transit,43250,37470
1006,QBE HKSI,2020,Property Damage,140062,103157
1007,QBE HKSI,2020,Employees Compensation,255934,248711
1008,QBE HKSI,2020,Owners Corporation Liability,581,570
1009,QBE HKSI,2020,Other Business,168279,158016
1010,QBE HKSI,2020,Pecuniary Loss,26207,16155
1011,QBE HKSI,2020,Non-Proportional Treaty Reinsurance,0,0
1012,QBE HKSI,2020,Proportional Treaty Reinsurance,0,0
1013,QBE HKSI,2020,Total,1095442,1006700
1014,QBE MI Asia,2020,Accident & Health,0,0
1015,QBE MI Asia,2020,Motor Vehicle,0,0
1016,QBE MI Asia,2020,Aircraft,0,0
1017,QBE MI Asia,2020,Ships,0,0
1018,QBE MI Asia,2020,Goods in Transit,0,0
1019,QBE MI Asia,2020,Property Damage,0,0
1020,QBE MI Asia,2020,Employees Compensation,0,0
1021,QBE MI Asia,2020,Owners Corporation Liability,0,0
1022,QBE MI Asia,2020,Other Business,0,0
1023,QBE MI Asia,2020,Pecuniary Loss,168997,84851
1024,QBE MI Asia,2020,Non-Proportional Treaty Reinsurance,0,0
1025,QBE MI Asia,2020,Proportional Treaty Reinsurance,0,0
1026,QBE MI Asia,2020,Total,168997,84851
1027,SCOR Re,2020,Accident & Health,17620,17615
1028,SCOR Re,2020,Motor Vehicle,8070,8070
1029,SCOR Re,2020,Aircraft,0,0
1030,SCOR Re,2020,Ships,1505,987
1031,SCOR Re,2020,Goods in Transit,574,378
1032,SCOR Re,2020,Property Damage,64217,49588
1033,SCOR Re,2020,Employees Compensation,0,0
1034,SCOR Re,2020,Owners Corporation Liability,0,0
1035,SCOR Re,2020,Other Business,9463,9449
1036,SCOR Re,2020,Pecuniary Loss,31772,20739
1037,SCOR Re,2020,Non-Proportional Treaty Reinsurance,0,0
1038,SCOR Re,2020,Proportional Treaty Reinsurance,0,0
1039,SCOR Re,2020,Total,133221,106826
1040,SEIL,2020,Accident & Health,0,0
1041,SEIL,2020,Motor Vehicle,0,0
1042,SEIL,2020,Aircraft,0,0
1043,SEIL,2020,Ships,0,0
1044,SEIL,2020,Goods in Transit,1114,1064
1045,SEIL,2020,Property Damage,916,-132
1046,SEIL,2020,Employees Compensation,0,0
1047,SEIL,2020,Owners Corporation Liability,0,0
1048,SEIL,2020,Other Business,48679,43344
1049,SEIL,2020,Pecuniary Loss,0,0
1050,SEIL,2020,Non-Proportional Treaty Reinsurance,0,0
1051,SEIL,2020,Proportional Treaty Reinsurance,0,0
1052,SEIL,2020,Total,50709,44276
1053,Shipowners' Mutual,2020,Accident & Health,0,0
1054,Shipowners' Mutual,2020,Motor Vehicle,0,0
1055,Shipowners' Mutual,2020,Aircraft,0,0
1056,Shipowners' Mutual,2020,Ships,75790,70713
1057,Shipowners' Mutual,2020,Goods in Transit,0,0
1058,Shipowners' Mutual,2020,Property Damage,0,0
1059,Shipowners' Mutual,2020,Employees Compensation,0,0
1060,Shipowners' Mutual,2020,Owners Corporation Liability,0,0
1061,Shipowners' Mutual,2020,Other Business,0,0
1062,Shipowners' Mutual,2020,Pecuniary Loss,0,0
1063,Shipowners' Mutual,2020,Non-Proportional Treaty Reinsurance,0,0
1064,Shipowners' Mutual,2020,Proportional Treaty Reinsurance,0,0
1065,Shipowners' Mutual,2020,Total,75790,70713
1066,Sincere Insurance,2020,Accident & Health,0,0
1067,Sincere Insurance,2020,Motor Vehicle,0,0
1068,Sincere Insurance,2020,Aircraft,0,0
1069,Sincere Insurance,2020,Ships,0,0
1070,Sincere Insurance,2020,Goods in Transit,0,0
1071,Sincere Insurance,2020,Property Damage,20,2
1072,Sincere Insurance,2020,Employees Compensation,0,0
1073,Sincere Insurance,2020,Owners Corporation Liability,0,0
1074,Sincere Insurance,2020,Other Business,0,0
1075,Sincere Insurance,2020,Pecuniary Loss,0,0
1076,Sincere Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
1077,Sincere Insurance,2020,Proportional Treaty Reinsurance,0,0
1078,Sincere Insurance,2020,Total,20,2
1079,SIL,2020,Accident & Health,22735,22735
1080,SIL,2020,Motor Vehicle,0,0
1081,SIL,2020,Aircraft,0,0
1082,SIL,2020,Ships,0,0
1083,SIL,2020,Goods in Transit,185408,111581
1084,SIL,2020,Property Damage,135421,28633
1085,SIL,2020,Employees Compensation,0,0
1086,SIL,2020,Owners Corporation Liability,0,0
1087,SIL,2020,Other Business,10707,1243
1088,SIL,2020,Pecuniary Loss,576,576
1089,SIL,2020,Non-Proportional Treaty Reinsurance,0,0
1090,SIL,2020,Proportional Treaty Reinsurance,0,0
1091,SIL,2020,Total,354847,164768
1092,Sompo Insurance (HK),2020,Accident & Health,69746,32268
1093,Sompo Insurance (HK),2020,Motor Vehicle,16155,14136
1094,Sompo Insurance (HK),2020,Aircraft,0,0
1095,Sompo Insurance (HK),2020,Ships,4921,4179
1096,Sompo Insurance (HK),2020,Goods in Transit,54123,37031
1097,Sompo Insurance (HK),2020,Property Damage,190532,49521
1098,Sompo Insurance (HK),2020,Employees Compensation,57430,51118
1099,Sompo Insurance (HK),2020,Owners Corporation Liability,168,159
1100,Sompo Insurance (HK),2020,Other Business,85448,38075
1101,Sompo Insurance (HK),2020,Pecuniary Loss,6801,4724
1102,Sompo Insurance (HK),2020,Non-Proportional Treaty Reinsurance,71,71
1103,Sompo Insurance (HK),2020,Proportional Treaty Reinsurance,6,6
1104,Sompo Insurance (HK),2020,Total,485401,231288
1105,Sompo Japan,2020,Accident & Health,-2,-2
1106,Sompo Japan,2020,Motor Vehicle,0,0
1107,Sompo Japan,2020,Aircraft,0,0
1108,Sompo Japan,2020,Ships,0,0
1109,Sompo Japan,2020,Goods in Transit,7,7
1110,Sompo Japan,2020,Property Damage,437,437
1111,Sompo Japan,2020,Employees Compensation,0,0
1112,Sompo Japan,2020,Owners Corporation Liability,0,0
1113,Sompo Japan,2020,Other Business,59,59
1114,Sompo Japan,2020,Pecuniary Loss,0,0
1115,Sompo Japan,2020,Non-Proportional Treaty Reinsurance,655,655
1116,Sompo Japan,2020,Proportional Treaty Reinsurance,384,-497
1117,Sompo Japan,2020,Total,1540,659
1118,Sompo Japan Nipponkoa Re,2020,Accident & Health,0,0
1119,Sompo Japan Nipponkoa Re,2020,Motor Vehicle,0,0
1120,Sompo Japan Nipponkoa Re,2020,Aircraft,0,0
1121,Sompo Japan Nipponkoa Re,2020,Ships,0,0
1122,Sompo Japan Nipponkoa Re,2020,Goods in Transit,0,0
1123,Sompo Japan Nipponkoa Re,2020,Property Damage,0,0
1124,Sompo Japan Nipponkoa Re,2020,Employees Compensation,0,0
1125,Sompo Japan Nipponkoa Re,2020,Owners Corporation Liability,0,0
1126,Sompo Japan Nipponkoa Re,2020,Other Business,0,0
1127,Sompo Japan Nipponkoa Re,2020,Pecuniary Loss,0,0
1128,Sompo Japan Nipponkoa Re,2020,Non-Proportional Treaty Reinsurance,0,0
1129,Sompo Japan Nipponkoa Re,2020,Proportional Treaty Reinsurance,0,0
1130,Sompo Japan Nipponkoa Re,2020,Total,0,0
1131,Standard Club Asia,2020,Accident & Health,0,0
1132,Standard Club Asia,2020,Motor Vehicle,0,0
1133,Standard Club Asia,2020,Aircraft,0,0
1134,Standard Club Asia,2020,Ships,44876,8519
1135,Standard Club Asia,2020,Goods in Transit,0,0
1136,Standard Club Asia,2020,Property Damage,0,0
1137,Standard Club Asia,2020,Employees Compensation,0,0
1138,Standard Club Asia,2020,Owners Corporation Liability,0,0
1139,Standard Club Asia,2020,Other Business,0,0
1140,Standard Club Asia,2020,Pecuniary Loss,0,0
1141,Standard Club Asia,2020,Non-Proportional Treaty Reinsurance,0,0
1142,Standard Club Asia,2020,Proportional Treaty Reinsurance,0,0
1143,Standard Club Asia,2020,Total,44876,8519
1144,Starr,2020,Accident & Health,70051,69396
1145,Starr,2020,Motor Vehicle,0,0
1146,Starr,2020,Aircraft,0,0
1147,Starr,2020,Ships,5116,45
1148,Starr,2020,Goods in Transit,146718,6309
1149,Starr,2020,Property Damage,141592,2111
1150,Starr,2020,Employees Compensation,0,0
1151,Starr,2020,Owners Corporation Liability,0,0
1152,Starr,2020,Other Business,84520,22465
1153,Starr,2020,Pecuniary Loss,0,0
1154,Starr,2020,Non-Proportional Treaty Reinsurance,0,0
1155,Starr,2020,Proportional Treaty Reinsurance,0,0
1156,Starr,2020,Total,447997,100326
1157,STEAMSHIP MUTUAL,2020,Accident & Health,0,0
1158,STEAMSHIP MUTUAL,2020,Motor Vehicle,0,0
1159,STEAMSHIP MUTUAL,2020,Aircraft,0,0
1160,STEAMSHIP MUTUAL,2020,Ships,171576,39733
1161,STEAMSHIP MUTUAL,2020,Goods in Transit,0,0
1162,STEAMSHIP MUTUAL,2020,Property Damage,0,0
1163,STEAMSHIP MUTUAL,2020,Employees Compensation,0,0
1164,STEAMSHIP MUTUAL,2020,Owners Corporation Liability,0,0
1165,STEAMSHIP MUTUAL,2020,Other Business,0,0
1166,STEAMSHIP MUTUAL,2020,Pecuniary Loss,0,0
