,Insurer,FY,Category,Gross Claims Paid,Net Claims Paid
1023,QBE MI Asia,2020,Pecuniary Loss,536,402
1024,QBE MI Asia,2020,Non-Proportional Treaty Reinsurance,0,0
1025,QBE MI Asia,2020,Proportional Treaty Reinsurance,0,0
1026,QBE MI Asia,2020,Total,536,402
1027,SCOR Re,2020,Accident & Health,11881,11573
1028,SCOR Re,2020,Motor Vehicle,3762,2358
1029,SCOR Re,2020,Aircraft,0,0
1030,SCOR Re,2020,Ships,525,524
1031,SCOR Re,2020,Goods in Transit,195,180
1032,SCOR Re,2020,Property Damage,46715,39034
1033,SCOR Re,2020,Employees Compensation,0,0
1034,SCOR Re,2020,Owners Corporation Liability,0,0
1035,SCOR Re,2020,Other Business,1894,1073
1036,SCOR Re,2020,Pecuniary Loss,89351,31140
1037,SCOR Re,2020,Non-Proportional Treaty Reinsurance,0,0
1038,SCOR Re,2020,Proportional Treaty Reinsurance,0,0
1039,SCOR Re,2020,Total,154323,85882
1040,SEIL,2020,Accident & Health,0,0
1041,SEIL,2020,Motor Vehicle,0,0
1042,SEIL,2020,Aircraft,0,0
1043,SEIL,2020,Ships,0,0
1044,SEIL,2020,Goods in Transit,61,20
1045,SEIL,2020,Property Damage,428,103
1046,SEIL,2020,Employees Compensation,0,0
1047,SEIL,2020,Owners Corporation Liability,0,0
1048,SEIL,2020,Other Business,16590,16354
1049,SEIL,2020,Pecuniary Loss,0,0
1050,SEIL,2020,Non-Proportional Treaty Reinsurance,0,0
1051,SEIL,2020,Proportional Treaty Reinsurance,0,0
1052,SEIL,2020,Total,17079,16477
1053,Shipowners' Mutual,2020,Accident & Health,0,0
1054,Shipowners' Mutual,2020,Motor Vehicle,0,0
1055,Shipowners' Mutual,2020,Aircraft,0,0
1056,Shipowners' Mutual,2020,Ships,31590,33161
1057,Shipowners' Mutual,2020,Goods in Transit,0,0
1058,Shipowners' Mutual,2020,Property Damage,0,0
1059,Shipowners' Mutual,2020,Employees Compensation,0,0
1060,Shipowners' Mutual,2020,Owners Corporation Liability,0,0
1061,Shipowners' Mutual,2020,Other Business,0,0
1062,Shipowners' Mutual,2020,Pecuniary Loss,0,0
1063,Shipowners' Mutual,2020,Non-Proportional Treaty Reinsurance,0,0
1064,Shipowners' Mutual,2020,Proportional Treaty Reinsurance,0,0
1065,Shipowners' Mutual,2020,Total,31590,33161
1066,Sincere Insurance,2020,Accident & Health,0,0
1067,Sincere Insurance,2020,Motor Vehicle,0,0
1068,Sincere Insurance,2020,Aircraft,0,0
1069,Sincere Insurance,2020,Ships,0,0
1070,Sincere Insurance,2020,Goods in Transit,0,0
1071,Sincere Insurance,2020,Property Damage,0,0
1072,Sincere Insurance,2020,Employees Compensation,0,0
1073,Sincere Insurance,2020,Owners Corporation Liability,0,0
1074,Sincere Insurance,2020,Other Business,0,0
1075,Sincere Insurance,2020,Pecuniary Loss,0,0
1076,Sincere Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
1077,Sincere Insurance,2020,Proportional Treaty Reinsurance,0,0
1078,Sincere Insurance,2020,Total,0,0
1079,SIL,2020,Accident & Health,4270,4270
1080,SIL,2020,Motor Vehicle,0,0
1081,SIL,2020,Aircraft,0,0
1082,SIL,2020,Ships,0,0
1083,SIL,2020,Goods in Transit,109522,81741
1084,SIL,2020,Property Damage,34710,1958
1085,SIL,2020,Employees Compensation,0,0
1086,SIL,2020,Owners Corporation Liability,0,0
1087,SIL,2020,Other Business,7254,122
1088,SIL,2020,Pecuniary Loss,0,0
1089,SIL,2020,Non-Proportional Treaty Reinsurance,0,0
1090,SIL,2020,Proportional Treaty Reinsurance,0,0
1091,SIL,2020,Total,155756,88091
1092,Sompo Insurance (HK),2020,Accident & Health,53904,26067
1093,Sompo Insurance (HK),2020,Motor Vehicle,10330,9249
1094,Sompo Insurance (HK),2020,Aircraft,0,0
1095,Sompo Insurance (HK),2020,Ships,2817,2828
1096,Sompo Insurance (HK),2020,Goods in Transit,5849,4176
1097,Sompo Insurance (HK),2020,Property Damage,98432,21932
1098,Sompo Insurance (HK),2020,Employees Compensation,62562,21156
1099,Sompo Insurance (HK),2020,Owners Corporation Liability,0,0
1100,Sompo Insurance (HK),2020,Other Business,22186,15196
1101,Sompo Insurance (HK),2020,Pecuniary Loss,14823,2631
1102,Sompo Insurance (HK),2020,Non-Proportional Treaty Reinsurance,25,25
1103,Sompo Insurance (HK),2020,Proportional Treaty Reinsurance,60,60
1104,Sompo Insurance (HK),2020,Total,270988,103320
1105,Sompo Japan,2020,Accident & Health,94,91
1106,Sompo Japan,2020,Motor Vehicle,0,0
1107,Sompo Japan,2020,Aircraft,0,0
1108,Sompo Japan,2020,Ships,0,0
1109,Sompo Japan,2020,Goods in Transit,-82,-327
1110,Sompo Japan,2020,Property Damage,10774,9208
1111,Sompo Japan,2020,Employees Compensation,0,0
1112,Sompo Japan,2020,Owners Corporation Liability,0,0
1113,Sompo Japan,2020,Other Business,6899,5225
1114,Sompo Japan,2020,Pecuniary Loss,510,510
1115,Sompo Japan,2020,Non-Proportional Treaty Reinsurance,20312,20005
1116,Sompo Japan,2020,Proportional Treaty Reinsurance,211430,200938
1117,Sompo Japan,2020,Total,249937,235650
1118,Sompo Japan Nipponkoa Re,2020,Accident & Health,0,0
1119,Sompo Japan Nipponkoa Re,2020,Motor Vehicle,0,0
1120,Sompo Japan Nipponkoa Re,2020,Aircraft,0,0
1121,Sompo Japan Nipponkoa Re,2020,Ships,0,0
1122,Sompo Japan Nipponkoa Re,2020,Goods in Transit,0,0
1123,Sompo Japan Nipponkoa Re,2020,Property Damage,0,0
1124,Sompo Japan Nipponkoa Re,2020,Employees Compensation,0,0
1125,Sompo Japan Nipponkoa Re,2020,Owners Corporation Liability,0,0
1126,Sompo Japan Nipponkoa Re,2020,Other Business,0,0
1127,Sompo Japan Nipponkoa Re,2020,Pecuniary Loss,0,0
1128,Sompo Japan Nipponkoa Re,2020,Non-Proportional Treaty Reinsurance,0,0
1129,Sompo Japan Nipponkoa Re,2020,Proportional Treaty Reinsurance,0,0
1130,Sompo Japan Nipponkoa Re,2020,Total,0,0
1131,Standard Club Asia,2020,Accident & Health,0,0
1132,Standard Club Asia,2020,Motor Vehicle,0,0
1133,Standard Club Asia,2020,Aircraft,0,0
1134,Standard Club Asia,2020,Ships,15794,1624
1135,Standard Club Asia,2020,Goods in Transit,0,0
1136,Standard Club Asia,2020,Property Damage,0,0
1137,Standard Club Asia,2020,Employees Compensation,0,0
1138,Standard Club Asia,2020,Owners Corporation Liability,0,0
1139,Standard Club Asia,2020,Other Business,0,0
1140,Standard Club Asia,2020,Pecuniary Loss,0,0
1141,Standard Club Asia,2020,Non-Proportional Treaty Reinsurance,0,0
1142,Standard Club Asia,2020,Proportional Treaty Reinsurance,0,0
1143,Standard Club Asia,2020,Total,15794,1624
1144,Starr,2020,Accident & Health,50088,48674
1145,Starr,2020,Motor Vehicle,0,0
1146,Starr,2020,Aircraft,0,0
1147,Starr,2020,Ships,3152,2162
1148,Starr,2020,Goods in Transit,83943,4295
1149,Starr,2020,Property Damage,58086,1023
1150,Starr,2020,Employees Compensation,0,0
1151,Starr,2020,Owners Corporation Liability,0,0
1152,Starr,2020,Other Business,111707,55245
1153,Starr,2020,Pecuniary Loss,0,0
1154,Starr,2020,Non-Proportional Treaty Reinsurance,0,0
1155,Starr,2020,Proportional Treaty Reinsurance,0,0
1156,Starr,2020,Total,306976,111399
1157,STEAMSHIP MUTUAL,2020,Accident & Health,0,0
1158,STEAMSHIP MUTUAL,2020,Motor Vehicle,0,0
1159,STEAMSHIP MUTUAL,2020,Aircraft,0,0
1160,STEAMSHIP MUTUAL,2020,Ships,25650,16214
1161,STEAMSHIP MUTUAL,2020,Goods in Transit,0,0
1162,STEAMSHIP MUTUAL,2020,Property Damage,0,0
1163,STEAMSHIP MUTUAL,2020,Employees Compensation,0,0
1164,STEAMSHIP MUTUAL,2020,Owners Corporation Liability,0,0
1165,STEAMSHIP MUTUAL,2020,Other Business,0,0
1166,STEAMSHIP MUTUAL,2020,Pecuniary Loss,0,0
1167,STEAMSHIP MUTUAL,2020,Non-Proportional Treaty Reinsurance,0,0
1168,STEAMSHIP MUTUAL,2020,Proportional Treaty Reinsurance,0,0
1169,STEAMSHIP MUTUAL,2020,Total,25650,16214
1170,Sun Hung Kai,2020,Accident & Health,19005,11902
1171,Sun Hung Kai,2020,Motor Vehicle,9242,-20
1172,Sun Hung Kai,2020,Aircraft,0,0
1173,Sun Hung Kai,2020,Ships,0,0
1174,Sun Hung Kai,2020,Goods in Transit,0,0
1175,Sun Hung Kai,2020,Property Damage,78602,1112
1176,Sun Hung Kai,2020,Employees Compensation,275626,164757
1177,Sun Hung Kai,2020,Owners Corporation Liability,1098,1051
1178,Sun Hung Kai,2020,Other Business,46006,12859
1179,Sun Hung Kai,2020,Pecuniary Loss,70,1
1180,Sun Hung Kai,2020,Non-Proportional Treaty Reinsurance,0,0
1181,Sun Hung Kai,2020,Proportional Treaty Reinsurance,0,0
1182,Sun Hung Kai,2020,Total,429649,191662
1183,Swiss Re (Asia),2020,Accident & Health,10549,10560
1184,Swiss Re (Asia),2020,Motor Vehicle,48190,47425
1185,Swiss Re (Asia),2020,Aircraft,0,0
1186,Swiss Re (Asia),2020,Ships,9059,9053
1187,Swiss Re (Asia),2020,Goods in Transit,14014,14013
1188,Swiss Re (Asia),2020,Property Damage,170716,165267
1189,Swiss Re (Asia),2020,Employees Compensation,0,0
1190,Swiss Re (Asia),2020,Owners Corporation Liability,0,0
1191,Swiss Re (Asia),2020,Other Business,577474,576536
1192,Swiss Re (Asia),2020,Pecuniary Loss,-28,-28
1193,Swiss Re (Asia),2020,Non-Proportional Treaty Reinsurance,0,0
1194,Swiss Re (Asia),2020,Proportional Treaty Reinsurance,0,0
1195,Swiss Re (Asia),2020,Total,829974,822826
1196,Swiss Re Int'l SE,2020,Accident & Health,0,0
1197,Swiss Re Int'l SE,2020,Motor Vehicle,0,0
1198,Swiss Re Int'l SE,2020,Aircraft,0,0
1199,Swiss Re Int'l SE,2020,Ships,0,0
1200,Swiss Re Int'l SE,2020,Goods in Transit,0,0
1201,Swiss Re Int'l SE,2020,Property Damage,12769,2280
1202,Swiss Re Int'l SE,2020,Employees Compensation,437940,0
1203,Swiss Re Int'l SE,2020,Owners Corporation Liability,0,0
1204,Swiss Re Int'l SE,2020,Other Business,294,29
1205,Swiss Re Int'l SE,2020,Pecuniary Loss,0,0
1206,Swiss Re Int'l SE,2020,Non-Proportional Treaty Reinsurance,0,0
1207,Swiss Re Int'l SE,2020,Proportional Treaty Reinsurance,0,0
1208,Swiss Re Int'l SE,2020,Total,451003,2309
1209,TPRe,2020,Accident & Health,57158,50923
1210,TPRe,2020,Motor Vehicle,9163,9129
1211,TPRe,2020,Aircraft,496,470
1212,TPRe,2020,Ships,12769,9411
1213,TPRe,2020,Goods in Transit,2686,2074
1214,TPRe,2020,Property Damage,170692,85794
1215,TPRe,2020,Employees Compensation,0,0
1216,TPRe,2020,Owners Corporation Liability,0,0
1217,TPRe,2020,Other Business,27368,10891
1218,TPRe,2020,Pecuniary Loss,579,202
1219,TPRe,2020,Non-Proportional Treaty Reinsurance,33561,25548
1220,TPRe,2020,Proportional Treaty Reinsurance,256739,185586
1221,TPRe,2020,Total,571211,380028
1222,Target,2020,Accident & Health,864,481
1223,Target,2020,Motor Vehicle,444116,375614
1224,Target,2020,Aircraft,0,0
1225,Target,2020,Ships,0,0
1226,Target,2020,Goods in Transit,0,0
1227,Target,2020,Property Damage,547,-143
1228,Target,2020,Employees Compensation,4840,4807
1229,Target,2020,Owners Corporation Liability,0,0
1230,Target,2020,Other Business,77,37
1231,Target,2020,Pecuniary Loss,28,14
1232,Target,2020,Non-Proportional Treaty Reinsurance,0,0
1233,Target,2020,Proportional Treaty Reinsurance,0,0
1234,Target,2020,Total,450472,380810
1235,Toa Re,2020,Accident & Health,8521,8521
1236,Toa Re,2020,Motor Vehicle,1071,1071
1237,Toa Re,2020,Aircraft,0,0
1238,Toa Re,2020,Ships,323,323
1239,Toa Re,2020,Goods in Transit,239,239
1240,Toa Re,2020,Property Damage,41357,41238
1241,Toa Re,2020,Employees Compensation,0,0
1242,Toa Re,2020,Owners Corporation Liability,0,0
1243,Toa Re,2020,Other Business,21157,21157
1244,Toa Re,2020,Pecuniary Loss,-3,-3
1245,Toa Re,2020,Non-Proportional Treaty Reinsurance,0,0
1246,Toa Re,2020,Proportional Treaty Reinsurance,0,0
1247,Toa Re,2020,Total,72665,72546
1248,TMF (HK),2020,Accident & Health,21900,21564
1249,TMF (HK),2020,Motor Vehicle,9498,8371
1250,TMF (HK),2020,Aircraft,0,0
1251,TMF (HK),2020,Ships,759,111
1252,TMF (HK),2020,Goods in Transit,14391,13583
1253,TMF (HK),2020,Property Damage,30593,26479
1254,TMF (HK),2020,Employees Compensation,31296,29183
1255,TMF (HK),2020,Owners Corporation Liability,0,0
1256,TMF (HK),2020,Other Business,5823,4076
1257,TMF (HK),2020,Pecuniary Loss,2540,1658
1258,TMF (HK),2020,Non-Proportional Treaty Reinsurance,0,0
1259,TMF (HK),2020,Proportional Treaty Reinsurance,0,0
1260,TMF (HK),2020,Total,116800,105025
1261,Transatlantic Re,2020,Accident & Health,0,0
1262,Transatlantic Re,2020,Motor Vehicle,0,0
1263,Transatlantic Re,2020,Aircraft,0,0
1264,Transatlantic Re,2020,Ships,0,0
1265,Transatlantic Re,2020,Goods in Transit,0,0
1266,Transatlantic Re,2020,Property Damage,18325,18300
1267,Transatlantic Re,2020,Employees Compensation,0,0
1268,Transatlantic Re,2020,Owners Corporation Liability,0,0
1269,Transatlantic Re,2020,Other Business,1026,978
1270,Transatlantic Re,2020,Pecuniary Loss,0,0
1271,Transatlantic Re,2020,Non-Proportional Treaty Reinsurance,1481,1481
1272,Transatlantic Re,2020,Proportional Treaty Reinsurance,52586,52586
1273,Transatlantic Re,2020,Total,73418,73345
1274,Trinity,2020,Accident & Health,22,0
1275,Trinity,2020,Motor Vehicle,121373,99229
1276,Trinity,2020,Aircraft,0,0
1277,Trinity,2020,Ships,0,0
1278,Trinity,2020,Goods in Transit,0,0
1279,Trinity,2020,Property Damage,43,5
1280,Trinity,2020,Employees Compensation,0,0
1281,Trinity,2020,Owners Corporation Liability,0,0
1282,Trinity,2020,Other Business,0,0
1283,Trinity,2020,Pecuniary Loss,0,0
1284,Trinity,2020,Non-Proportional Treaty Reinsurance,0,0
1285,Trinity,2020,Proportional Treaty Reinsurance,0,0
1286,Trinity,2020,Total,121438,99234
1287,TT Club,2020,Accident & Health,0,0
1288,TT Club,2020,Motor Vehicle,0,0
1289,TT Club,2020,Aircraft,0,0
1290,TT Club,2020,Ships,0,0
1291,TT Club,2020,Goods in Transit,0,0
1292,TT Club,2020,Property Damage,-692,-70
1293,TT Club,2020,Employees Compensation,0,0
1294,TT Club,2020,Owners Corporation Liability,0,0
1295,TT Club,2020,Other Business,103984,8452
1296,TT Club,2020,Pecuniary Loss,0,0
1297,TT Club,2020,Non-Proportional Treaty Reinsurance,0,0
1298,TT Club,2020,Proportional Treaty Reinsurance,0,0
1299,TT Club,2020,Total,103292,8382
1300,Tugu,2020,Accident & Health,5,5
1301,Tugu,2020,Motor Vehicle,8621,-8900
1302,Tugu,2020,Aircraft,4,0
1303,Tugu,2020,Ships,4048,3749
1304,Tugu,2020,Goods in Transit,2733,1220
1305,Tugu,2020,Property Damage,28891,8395
1306,Tugu,2020,Employees Compensation,34041,4685
1307,Tugu,2020,Owners Corporation Liability,0,0
1308,Tugu,2020,Other Business,751,72
1309,Tugu,2020,Pecuniary Loss,2102,350
1310,Tugu,2020,Non-Proportional Treaty Reinsurance,0,0
1311,Tugu,2020,Proportional Treaty Reinsurance,0,0
1312,Tugu,2020,Total,81196,9576
1313,United Builders,2020,Accident & Health,0,0
1314,United Builders,2020,Motor Vehicle,0,0
1315,United Builders,2020,Aircraft,0,0
1316,United Builders,2020,Ships,0,0
1317,United Builders,2020,Goods in Transit,0,0
1318,United Builders,2020,Property Damage,10,3
1319,United Builders,2020,Employees Compensation,12502,11535
1320,United Builders,2020,Owners Corporation Liability,0,-60
1321,United Builders,2020,Other Business,591,591
1322,United Builders,2020,Pecuniary Loss,0,0
1323,United Builders,2020,Non-Proportional Treaty Reinsurance,0,0
1324,United Builders,2020,Proportional Treaty Reinsurance,0,0
1325,United Builders,2020,Total,13103,12069
1326,UK P&I Club,2020,Accident & Health,0,0
1327,UK P&I Club,2020,Motor Vehicle,0,0
1328,UK P&I Club,2020,Aircraft,0,0
1329,UK P&I Club,2020,Ships,33512,3360
1330,UK P&I Club,2020,Goods in Transit,0,0
1331,UK P&I Club,2020,Property Damage,0,0
1332,UK P&I Club,2020,Employees Compensation,0,0
1333,UK P&I Club,2020,Owners Corporation Liability,0,0
1334,UK P&I Club,2020,Other Business,0,0
1335,UK P&I Club,2020,Pecuniary Loss,0,0
1336,UK P&I Club,2020,Non-Proportional Treaty Reinsurance,0,0
1337,UK P&I Club,2020,Proportional Treaty Reinsurance,0,0
1338,UK P&I Club,2020,Total,33512,3360
1339,Well Link Insurance,2020,Accident & Health,730,416
1340,Well Link Insurance,2020,Motor Vehicle,50384,29294
1341,Well Link Insurance,2020,Aircraft,0,0
1342,Well Link Insurance,2020,Ships,0,0
1343,Well Link Insurance,2020,Goods in Transit,0,0
1344,Well Link Insurance,2020,Property Damage,144,47
1345,Well Link Insurance,2020,Employees Compensation,4053,3853
1346,Well Link Insurance,2020,Owners Corporation Liability,0,0
1347,Well Link Insurance,2020,Other Business,385,385
1348,Well Link Insurance,2020,Pecuniary Loss,0,0
1349,Well Link Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
1350,Well Link Insurance,2020,Proportional Treaty Reinsurance,0,0
1351,Well Link Insurance,2020,Total,55696,33995
1352,West of England ,2020,Accident & Health,0,0
1353,West of England ,2020,Motor Vehicle,0,0
1354,West of England ,2020,Aircraft,0,0
1355,West of England ,2020,Ships,282339,66804
1356,West of England ,2020,Goods in Transit,0,0
1357,West of England ,2020,Property Damage,0,0
1358,West of England ,2020,Employees Compensation,0,0
1359,West of England ,2020,Owners Corporation Liability,0,0
1360,West of England ,2020,Other Business,0,0
1361,West of England ,2020,Pecuniary Loss,0,0
1362,West of England ,2020,Non-Proportional Treaty Reinsurance,0,0
1363,West of England ,2020,Proportional Treaty Reinsurance,0,0
1364,West of England ,2020,Total,282339,66804
1365,XL Insurance,2020,Accident & Health,8749,3507
1366,XL Insurance,2020,Motor Vehicle,0,0
1367,XL Insurance,2020,Aircraft,0,0
1368,XL Insurance,2020,Ships,132827,55930
1369,XL Insurance,2020,Goods in Transit,139702,68336
1370,XL Insurance,2020,Property Damage,148526,45025
1371,XL Insurance,2020,Employees Compensation,0,0
1372,XL Insurance,2020,Owners Corporation Liability,0,0
1373,XL Insurance,2020,Other Business,72005,18618
1374,XL Insurance,2020,Pecuniary Loss,98,66
1375,XL Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
1376,XL Insurance,2020,Proportional Treaty Reinsurance,0,0
1377,XL Insurance,2020,Total,501907,191482
1378,ZGIHK,2020,Accident & Health,0,0
1379,ZGIHK,2020,Motor Vehicle,0,0
1380,ZGIHK,2020,Aircraft,0,0
1381,ZGIHK,2020,Ships,0,0
1382,ZGIHK,2020,Goods in Transit,0,0
1383,ZGIHK,2020,Property Damage,0,0
1384,ZGIHK,2020,Employees Compensation,0,0
1385,ZGIHK,2020,Owners Corporation Liability,0,0
1386,ZGIHK,2020,Other Business,0,0
1387,ZGIHK,2020,Pecuniary Loss,0,0
1388,ZGIHK,2020,Non-Proportional Treaty Reinsurance,0,0
1389,ZGIHK,2020,Proportional Treaty Reinsurance,0,0
1390,ZGIHK,2020,Total,0,0
1391,Zurich Insurance,2020,Accident & Health,161158,113406
1392,Zurich Insurance,2020,Motor Vehicle,174672,116051
1393,Zurich Insurance,2020,Aircraft,0,0
1394,Zurich Insurance,2020,Ships,23437,16758
1395,Zurich Insurance,2020,Goods in Transit,39583,3443
1396,Zurich Insurance,2020,Property Damage,127525,57919
1397,Zurich Insurance,2020,Employees Compensation,416555,230505
1398,Zurich Insurance,2020,Owners Corporation Liability,137,106
1399,Zurich Insurance,2020,Other Business,34673,29022
1400,Zurich Insurance,2020,Pecuniary Loss,24588,14851
1401,Zurich Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
1402,Zurich Insurance,2020,Proportional Treaty Reinsurance,0,0
1403,Zurich Insurance,2020,Total,1002328,582061
0,ABCI,2021,Accident & Health,378,97
1,ABCI,2021,Motor Vehicle,31732,1054
2,ABCI,2021,Aircraft,0,0
3,ABCI,2021,Ships,0,0
4,ABCI,2021,Goods in Transit,2842,94
5,ABCI,2021,Property Damage,128736,8322
6,ABCI,2021,Employees Compensation,9248,9248
7,ABCI,2021,Owners Corporation Liability,171,9
8,ABCI,2021,Other Business,2138,863
9,ABCI,2021,Pecuniary Loss,0,0
10,ABCI,2021,Non-Proportional Treaty Reinsurance,0,0
11,ABCI,2021,Proportional Treaty Reinsurance,0,0
12,ABCI,2021,Total,175245,19687
13,Aetna,2021,Accident & Health,306096,301958
14,Aetna,2021,Motor Vehicle,0,0
15,Aetna,2021,Aircraft,0,0
16,Aetna,2021,Ships,0,0
17,Aetna,2021,Goods in Transit,0,0
18,Aetna,2021,Property Damage,0,0
19,Aetna,2021,Employees Compensation,0,0
20,Aetna,2021,Owners Corporation Liability,0,0
21,Aetna,2021,Other Business,0,0
22,Aetna,2021,Pecuniary Loss,0,0
23,Aetna,2021,Non-Proportional Treaty Reinsurance,0,0
24,Aetna,2021,Proportional Treaty Reinsurance,0,0
25,Aetna,2021,Total,306096,301958
26,AIA (HK),2021,Accident & Health,164546,153079
27,AIA (HK),2021,Motor Vehicle,0,0
28,AIA (HK),2021,Aircraft,0,0
29,AIA (HK),2021,Ships,0,0
30,AIA (HK),2021,Goods in Transit,0,0
31,AIA (HK),2021,Property Damage,1469,1469
32,AIA (HK),2021,Employees Compensation,105,105
33,AIA (HK),2021,Owners Corporation Liability,0,0
34,AIA (HK),2021,Other Business,722,722
35,AIA (HK),2021,Pecuniary Loss,0,0
36,AIA (HK),2021,Non-Proportional Treaty Reinsurance,0,0
37,AIA (HK),2021,Proportional Treaty Reinsurance,0,0
38,AIA (HK),2021,Total,166842,155375
39,AIA International,2021,Accident & Health,1483620,1085108
40,AIA International,2021,Motor Vehicle,0,0
41,AIA International,2021,Aircraft,0,0
42,AIA International,2021,Ships,0,0
43,AIA International,2021,Goods in Transit,0,0
44,AIA International,2021,Property Damage,0,0
45,AIA International,2021,Employees Compensation,0,0
46,AIA International,2021,Owners Corporation Liability,0,0
47,AIA International,2021,Other Business,0,0
48,AIA International,2021,Pecuniary Loss,0,0
49,AIA International,2021,Non-Proportional Treaty Reinsurance,0,0
50,AIA International,2021,Proportional Treaty Reinsurance,0,0
51,AIA International,2021,Total,1483620,1085108
52,AIG Insurance HK,2021,Accident & Health,114383,50950
53,AIG Insurance HK,2021,Motor Vehicle,78812,32410
54,AIG Insurance HK,2021,Aircraft,0,0
55,AIG Insurance HK,2021,Ships,14,0
56,AIG Insurance HK,2021,Goods in Transit,5892,4421
57,AIG Insurance HK,2021,Property Damage,85527,28175
58,AIG Insurance HK,2021,Employees Compensation,347174,158506
59,AIG Insurance HK,2021,Owners Corporation Liability,430,193
60,AIG Insurance HK,2021,Other Business,133700,15082
61,AIG Insurance HK,2021,Pecuniary Loss,143998,52001
62,AIG Insurance HK,2021,Non-Proportional Treaty Reinsurance,0,0
63,AIG Insurance HK,2021,Proportional Treaty Reinsurance,0,0
64,AIG Insurance HK,2021,Total,909930,341738
65,AGCS SE,2021,Accident & Health,4780,71
66,AGCS SE,2021,Motor Vehicle,76101,5
67,AGCS SE,2021,Aircraft,34,26
68,AGCS SE,2021,Ships,29,29
69,AGCS SE,2021,Goods in Transit,3335,2640
70,AGCS SE,2021,Property Damage,56064,48166
71,AGCS SE,2021,Employees Compensation,55884,55797
72,AGCS SE,2021,Owners Corporation Liability,0,0
73,AGCS SE,2021,Other Business,114209,93873
74,AGCS SE,2021,Pecuniary Loss,6658,2465
75,AGCS SE,2021,Non-Proportional Treaty Reinsurance,0,0
76,AGCS SE,2021,Proportional Treaty Reinsurance,0,0
77,AGCS SE,2021,Total,317094,203072
78,Allied World,2021,Accident & Health,12868,12868
79,Allied World,2021,Motor Vehicle,110518,87920
80,Allied World,2021,Aircraft,0,0
81,Allied World,2021,Ships,6,6
82,Allied World,2021,Goods in Transit,24991,24985
83,Allied World,2021,Property Damage,183998,70224
84,Allied World,2021,Employees Compensation,110584,110584
85,Allied World,2021,Owners Corporation Liability,12,12
86,Allied World,2021,Other Business,91805,73833
87,Allied World,2021,Pecuniary Loss,1646,1646
88,Allied World,2021,Non-Proportional Treaty Reinsurance,0,0
89,Allied World,2021,Proportional Treaty Reinsurance,0,0
90,Allied World,2021,Total,536428,382078
91,Arch MI Asia,2021,Accident & Health,0,0
92,Arch MI Asia,2021,Motor Vehicle,0,0
93,Arch MI Asia,2021,Aircraft,0,0
94,Arch MI Asia,2021,Ships,0,0
95,Arch MI Asia,2021,Goods in Transit,0,0
96,Arch MI Asia,2021,Property Damage,0,0
97,Arch MI Asia,2021,Employees Compensation,0,0
98,Arch MI Asia,2021,Owners Corporation Liability,0,0
99,Arch MI Asia,2021,Other Business,0,0
100,Arch MI Asia,2021,Pecuniary Loss,265,265
101,Arch MI Asia,2021,Non-Proportional Treaty Reinsurance,0,0
102,Arch MI Asia,2021,Proportional Treaty Reinsurance,0,0
103,Arch MI Asia,2021,Total,265,265
104,Asia Capital Re,2021,Accident & Health,282,282
105,Asia Capital Re,2021,Motor Vehicle,0,0
106,Asia Capital Re,2021,Aircraft,0,0
107,Asia Capital Re,2021,Ships,4927,3922
108,Asia Capital Re,2021,Goods in Transit,-91,-178
109,Asia Capital Re,2021,Property Damage,20737,32260
110,Asia Capital Re,2021,Employees Compensation,0,0
111,Asia Capital Re,2021,Owners Corporation Liability,0,0
112,Asia Capital Re,2021,Other Business,2134,1266
113,Asia Capital Re,2021,Pecuniary Loss,0,0
114,Asia Capital Re,2021,Non-Proportional Treaty Reinsurance,0,0
115,Asia Capital Re,2021,Proportional Treaty Reinsurance,0,0
116,Asia Capital Re,2021,Total,27989,37552
117,Asia Insurance,2021,Accident & Health,77236,49446
118,Asia Insurance,2021,Motor Vehicle,148343,66707
119,Asia Insurance,2021,Aircraft,999,999
120,Asia Insurance,2021,Ships,46360,10627
121,Asia Insurance,2021,Goods in Transit,5495,4408
122,Asia Insurance,2021,Property Damage,257972,100851
123,Asia Insurance,2021,Employees Compensation,208334,182464
124,Asia Insurance,2021,Owners Corporation Liability,800,82
125,Asia Insurance,2021,Other Business,37026,14922
126,Asia Insurance,2021,Pecuniary Loss,5636,203
127,Asia Insurance,2021,Non-Proportional Treaty Reinsurance,0,0
128,Asia Insurance,2021,Proportional Treaty Reinsurance,0,0
129,Asia Insurance,2021,Total,788201,430709
130,ASIA-PACIFIC P&C,2021,Accident & Health,7095,7095
131,ASIA-PACIFIC P&C,2021,Motor Vehicle,0,0
132,ASIA-PACIFIC P&C,2021,Aircraft,0,0
133,ASIA-PACIFIC P&C,2021,Ships,0,0
134,ASIA-PACIFIC P&C,2021,Goods in Transit,22,22
135,ASIA-PACIFIC P&C,2021,Property Damage,23796,12431
136,ASIA-PACIFIC P&C,2021,Employees Compensation,0,0
137,ASIA-PACIFIC P&C,2021,Owners Corporation Liability,0,0
138,ASIA-PACIFIC P&C,2021,Other Business,180,180
139,ASIA-PACIFIC P&C,2021,Pecuniary Loss,120,84
140,ASIA-PACIFIC P&C,2021,Non-Proportional Treaty Reinsurance,0,0
